date,fips,mmwr_week,recip_county,recip_state,series_complete_pop_pct,series_complete_yes,series_complete_12plus,series_complete_12plus_pop_pct,series_complete_18plus,series_complete_18plus_pop_pct,series_complete_65plus,series_complete_65plus_pop_pct,completeness_pct,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_12plus,administered_dose1_recip_12plus_pop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18plus_pop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65plus_pop_pct,svi_ctgy,series_complete_pop_pct_svi,series_complete_12plus_pop_pct_svi,series_complete_18plus_pop_pct_svi,series_complete_65plus_pop_pct_svi
07/04/2021,28081,27,Lee County,MS,29.3,25017,25016,35,24596,38.4,8823,68.1,98.3,25568,29.9,25565,35.8,25000,39,9069,70,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,13149,27,Heard County,GA,7.6,910,910,8.9,895,9.6,293,13.4,53.2,NA,0,NA,0,NA,0,NA,0,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI
07/04/2021,27143,27,Sibley County,MN,36.6,5447,5439,42.8,5249,45.8,2023,72,95,6070,40.8,6061,47.7,5840,51,2217,78.9,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
07/04/2021,17013,27,Calhoun County,IL,42,1991,1989,48.2,1965,51.9,820,71.7,97.6,2133,45,2127,51.6,2093,55.3,868,75.9,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,18015,27,Carroll County,IN,26.7,5415,5415,31.1,5321,33.7,2118,52.2,98.6,5719,28.2,5719,32.9,5587,35.4,2175,53.6,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,55069,27,Lincoln County,WI,44,12136,12136,49.6,11882,52.6,5329,87.1,97.1,12855,46.6,12855,52.6,12535,55.5,5513,90.1,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,31061,27,Franklin County,NE,28.9,860,860,33.4,847,35.5,403,47.8,88.8,NA,0,NA,0,NA,0,NA,0,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI
07/04/2021,48017,27,Bailey County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,High,NA,NA,NA,NA
07/04/2021,27137,27,St. Louis County,MN,52.9,105330,105085,60.2,100563,62.3,33762,84.6,95,115769,58.2,115449,66.2,110321,68.3,35966,90.1,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,54107,27,Wood County,WV,32,26700,26694,37,25690,38.9,10898,62.4,57,30845,36.9,30834,42.7,29551,44.7,12084,69.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,27011,27,Big Stone County,MN,54,2697,2691,62.9,2593,66.3,1180,88.1,95,2860,57.3,2853,66.7,2746,70.2,1245,93,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,38005,27,Benson County,ND,31.5,2152,2152,41.4,2060,46.5,659,67,95.2,2608,38.2,2598,50,2402,54.2,711,72.3,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
07/04/2021,10003,27,New Castle County,DE,50.6,282624,282605,58.8,267580,60.9,72959,81.1,96.1,330825,59.2,330716,68.8,311285,70.9,82454,91.7,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,18115,27,Ohio County,IN,57.3,3368,3367,65.7,3327,70.5,1520,99.9,98.6,3590,61.1,3589,70.1,3526,74.7,1571,99.9,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,21209,27,Scott County,KY,47.2,26912,26911,56.4,25494,59.7,6287,89.2,93.4,30170,52.9,30169,63.3,28230,66.1,6557,93,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,01039,27,Covington County,AL,22.7,8396,8396,26.5,8346,28.9,4182,52.8,91.8,10288,27.8,10286,32.5,10199,35.3,5021,63.4,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
07/04/2021,13223,27,Paulding County,GA,13.2,22338,22337,15.8,21365,17.1,6763,36.8,53.2,23855,14.1,23850,16.9,22285,17.8,7441,40.5,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
07/04/2021,51670,27,Hopewell city,VA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,High,NA,NA,NA,NA
07/04/2021,54005,27,Boone County,WV,28.8,6176,6172,33,5874,34.5,2365,52.7,57,7196,33.5,7190,38.5,6787,39.9,2632,58.7,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,47143,27,Rhea County,TN,30.6,10136,10136,35.6,10054,39.1,4400,70.4,97.8,11164,33.7,11163,39.3,11029,42.9,4702,75.3,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,High VC/High SVI
07/04/2021,18141,27,St. Joseph County,IN,46.9,127546,127544,55.5,122307,58.7,35734,81.3,98.6,135332,49.8,135326,58.9,128988,62,36760,83.6,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,37179,27,Union County,NC,38.1,91319,91230,45.2,85152,48.2,22943,73.5,96.3,104974,43.8,104816,51.9,96717,54.8,24602,78.8,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
07/04/2021,19191,27,Winneshiek County,IA,50.9,10170,10170,57.4,9857,60.5,3753,89,97.5,10679,53.4,10679,60.3,10252,63,3876,91.9,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,37161,27,Rutherford County,NC,28.4,19018,19006,32.5,18607,34.8,8168,55,96.3,22387,33.4,22367,38.3,21845,40.9,9447,63.6,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,40073,27,Kingfisher County,OK,31.4,4950,4949,38.1,4845,41.9,1732,67.2,93.5,5879,37.3,5878,45.2,5734,49.6,1998,77.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,13109,27,Evans County,GA,13,1389,1389,15.7,1356,17.3,495,28.5,53.2,1516,14.2,NA,0,NA,0,NA,0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
07/04/2021,08041,27,El Paso County,CO,38.3,276046,275383,45.4,259609,47.3,50274,52.8,75.8,280606,39,NA,0,NA,0,NA,0,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,13221,27,Oglethorpe County,GA,20.1,3063,3063,23.2,2996,24.8,1291,43.6,53.2,3320,21.8,3320,25.1,3224,26.6,1369,46.3,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
07/04/2021,17003,27,Alexander County,IL,20.3,1170,1170,23.7,1163,26,563,42.3,97.6,1510,26.2,1509,30.6,1489,33.2,701,52.6,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
07/04/2021,20189,27,Stevens County,KS,21.6,1185,1185,26.3,1173,29.7,448,49,93.2,1382,25.2,1382,30.7,1364,34.6,504,55.1,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
07/04/2021,27121,27,Pope County,MN,45.3,5094,5087,52.6,4945,55.7,2262,81.3,95,5442,48.4,5433,56.2,5272,59.3,2384,85.7,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,27009,27,Benton County,MN,28.7,11731,11711,34.5,11148,36.6,3301,56.4,95,13186,32.2,13150,38.8,12495,41,3768,64.3,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,29049,27,Clinton County,MO,32.5,6623,6623,37.9,6461,41.3,2401,64.8,90.6,7448,36.5,7448,42.6,7205,46,2636,71.2,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,26131,27,Ontonagon County,MI,57.5,3287,3287,61.8,3256,65.1,1659,77,94.1,3463,60.5,3463,65.1,3423,68.4,1733,80.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,20101,27,Lane County,KS,32.7,502,502,38.6,502,41.9,255,70.6,93.2,552,36,552,42.5,547,45.7,269,74.5,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
07/04/2021,16001,27,Ada County,ID,45,216517,NA,NA,216487,58.5,62668,87.1,97.8,233752,48.5,NA,NA,233688,63.2,65367,90.8,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,39135,27,Preble County,OH,32.7,13388,13388,38,13099,41.2,5800,71.7,97.6,13824,33.8,13823,39.3,13484,42.4,5896,72.9,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
07/04/2021,29157,27,Perry County,MO,27.2,5198,5198,31.8,5153,35,2394,65.1,90.6,5719,29.9,5719,35,5643,38.3,2525,68.6,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,21051,27,Clay County,KY,28.8,5736,5736,33.5,5658,36,1793,57.9,93.4,6381,32.1,6381,37.2,6263,39.9,1945,62.8,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,18089,27,Lake County,IN,43,208607,208595,50.5,200392,53.7,65456,79.6,98.6,226463,46.6,226438,54.8,215856,57.9,68296,83.1,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,21145,27,McCracken County,KY,40.3,26378,26378,47.2,25883,50.8,10102,75.9,93.4,29169,44.6,29169,52.2,28405,55.8,10729,80.6,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,26099,27,Macomb County,MI,44.6,390173,390169,51.5,376140,54.3,118325,77.7,94.1,407144,46.6,407127,53.8,396777,57.3,122916,80.7,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,47061,27,Grundy County,TN,18.1,2425,2425,20.9,2412,22.8,1181,41.9,97.8,2770,20.6,2769,23.8,2743,26,1289,45.7,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
07/04/2021,29151,27,Osage County,MO,27.3,3714,3714,31.8,3667,34.9,1518,62.9,90.6,4064,29.8,4064,34.8,3972,37.8,1582,65.5,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,48147,27,Fannin County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Mod-High,NA,NA,NA,NA
07/04/2021,35028,27,Los Alamos County,NM,62.1,12031,12031,72.1,10956,72.5,2562,73.1,82.1,NA,0,NA,0,NA,0,NA,0,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,28051,27,Holmes County,MS,36,6127,6127,43,6004,47.1,2084,78.1,98.3,6695,39.4,6694,47,6513,51.1,2233,83.6,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
07/04/2021,42063,27,Indiana County,PA,36.1,30370,30369,40.8,29694,43,12210,72.6,93.6,34050,40.5,34046,45.8,33137,48,13683,81.3,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,26079,27,Kalkaska County,MI,38.6,6969,6969,44.5,6776,47.2,2847,76.4,94.1,7180,39.8,7180,45.9,7046,49.1,2882,77.3,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,28071,27,Lafayette County,MS,40.2,21716,21715,45.8,21157,48.1,5357,74.3,98.3,NA,0,NA,0,NA,0,5618,77.9,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,37073,27,Gates County,NC,32.9,3804,3803,37.6,3759,40.7,1559,64.5,96.3,4537,39.2,4534,44.8,4453,48.2,1821,75.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,38069,27,Pierce County,ND,36.1,1436,1435,42.6,1397,45.5,661,69.9,95.2,1532,38.5,1530,45.4,1488,48.5,697,73.8,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,06083,27,Santa Barbara County,CA,51.8,231310,230785,60.7,218935,62.9,54293,77.4,97.3,265831,59.5,265051,69.7,250731,72.1,64165,91.5,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,08017,27,Cheyenne County,CO,12.2,223,223,14.8,222,16.2,64,16.6,75.8,NA,0,NA,0,NA,0,NA,0,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
07/04/2021,15007,27,Kauai County,HI,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Low-Mod,NA,NA,NA,NA
07/04/2021,36105,27,Sullivan County,NY,44.7,33746,33742,51.9,32512,54.6,10352,71,97.4,36567,48.5,36561,56.2,35121,59,11029,75.6,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
07/04/2021,33015,27,Rockingham County,NH,54.1,167477,167434,61.3,158809,63.4,47300,82.2,93.9,185278,59.8,185187,67.8,174599,69.7,51517,89.5,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,29039,27,Cedar County,MO,23,3297,3297,27.2,3277,30.1,1741,51.2,90.6,3707,25.8,3706,30.6,3670,33.7,1890,55.5,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,27119,27,Polk County,MN,31.1,9751,9743,37.1,9386,39.7,3630,62.9,95,10706,34.1,10692,40.8,10261,43.4,3908,67.7,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,36081,27,Queens County,NY,57.1,1287636,1287585,66.3,1238852,68.7,267507,72.6,97.4,1457030,64.6,1456931,75,1391341,77.2,297580,80.8,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,53023,27,Garfield County,WA,24.6,547,547,28.8,533,30.3,250,44.3,96.1,783,35.2,783,41.2,769,43.7,428,75.9,Low,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI
07/04/2021,19059,27,Dickinson County,IA,47.9,8270,8270,54.7,8088,57.9,3789,82.2,97.5,8785,50.9,8785,58.1,8563,61.3,3916,84.9,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,02105,27,Hoonah-Angoon Census Area,AK,59.9,1287,1281,67.4,1204,68.2,393,76.2,96.9,1384,64.4,1377,72.4,1290,73.1,416,80.6,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,48393,27,Roberts County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Low,NA,NA,NA,NA
07/04/2021,72135,27,Toa Alta Municipio,PR,48.5,34919,34916,54.4,32552,55.1,7236,59.1,96,39833,55.3,39821,62,37061,62.7,8145,66.5,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,29113,27,Lincoln County,MO,27.2,16035,16034,32.7,15698,35.6,5439,67.4,90.6,17928,30.4,17925,36.6,17430,39.6,5828,72.2,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,48349,27,Navarro County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,High,NA,NA,NA,NA
07/04/2021,32031,27,Washoe County,NV,49.3,232362,232362,57.4,223259,60.2,64624,81.4,94.9,258296,54.8,258292,63.8,246315,66.4,69142,87.1,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,48465,27,Val Verde County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,High,NA,NA,NA,NA
07/04/2021,13163,27,Jefferson County,GA,20.2,3100,3100,23.8,3059,25.9,1217,42,53.2,3210,20.9,3209,24.6,3133,26.6,1243,42.9,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
07/04/2021,72129,27,San Lorenzo Municipio,PR,52,18700,18695,58.2,17522,59.3,4493,73.4,96,22185,61.6,22172,69.1,20708,70.1,5626,92,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,31013,27,Box Butte County,NE,22.2,2399,2398,26.9,2368,29.4,938,45,88.8,NA,0,NA,0,NA,0,NA,0,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
07/04/2021,47053,27,Gibson County,TN,29.4,14424,14424,34.8,14286,38.3,6684,74.4,97.8,16053,32.7,16048,38.7,15842,42.4,7182,79.9,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,48405,27,San Augustine County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,High,NA,NA,NA,NA
07/04/2021,36063,27,Niagara County,NY,52,108832,108832,59.8,104430,62.3,32993,80.7,97.4,116968,55.9,116966,64.2,111761,66.7,35115,85.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,18083,27,Knox County,IN,39.3,14380,14379,45.7,14068,48.9,5498,81.6,98.6,15022,41.1,15020,47.8,14642,50.9,5581,82.9,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,29209,27,Stone County,MO,27.3,8724,8724,30.4,8627,32.3,4894,48.5,90.6,9832,30.8,9831,34.3,9668,36.2,5293,52.4,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
07/04/2021,40021,27,Cherokee County,OK,31.8,15461,15461,37.1,15039,39.5,5118,61.9,93.5,18558,38.1,18558,44.5,17970,47.2,5893,71.3,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,47001,27,Anderson County,TN,41.3,31810,31807,47.8,30922,51,11810,75.7,97.8,35266,45.8,35256,53,34011,56,12632,81,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,51199,27,York County,VA,35.8,24437,24379,41.9,23082,44.2,7159,63,51.2,27926,40.9,27835,47.9,26101,50,7679,67.6,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,51063,27,Floyd County,VA,3.9,622,621,4.5,605,4.8,245,6.6,51.2,796,5.1,794,5.8,767,6,293,7.9,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
07/04/2021,41033,27,Josephine County,OR,37.5,32781,32739,42.9,31755,45.1,15332,66.5,97.7,35682,40.8,35613,46.7,34394,48.8,16342,70.9,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,39059,27,Guernsey County,OH,34.3,13338,13337,40.1,13121,43.3,5701,73.1,97.6,13696,35.2,13696,41.1,13440,44.3,5785,74.1,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,18049,27,Fulton County,IN,31.7,6325,6325,37.4,6210,40.6,2728,68.6,98.6,6669,33.4,6669,39.4,6523,42.6,2804,70.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,47087,27,Jackson County,TN,23.7,2799,2798,26.8,2779,28.7,1367,50.6,97.8,3081,26.1,3079,29.5,3046,31.4,1462,54.1,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,42083,27,McKean County,PA,29.6,12029,12028,33.9,11807,36.3,4409,54.1,93.6,20014,49.3,20013,56.3,19347,59.4,6670,81.9,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,36017,27,Chenango County,NY,47.9,22602,22600,55.3,21773,58.1,7630,77.5,97.4,24258,51.4,24255,59.3,23249,62,8062,81.8,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,31173,27,Thurston County,NE,45.5,3284,3284,60.1,3122,67.3,729,85.4,88.8,3616,50.1,NA,0,NA,0,NA,0,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
07/04/2021,15001,27,Hawaii County,HI,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Mod-High,NA,NA,NA,NA
07/04/2021,41025,27,Harney County,OR,33.5,2477,2474,38.6,2417,40.9,1094,59.3,97.7,2698,36.5,2695,42.1,2621,44.4,1140,61.8,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,39075,27,Holmes County,OH,13.8,6080,6080,17.3,5940,19.5,2787,45.3,97.6,NA,0,NA,0,NA,0,NA,0,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
07/04/2021,36061,27,New York County,NY,62.9,1023776,1023710,69.9,990010,70.9,207777,75.2,97.4,1151017,70.7,1150892,78.6,1107251,79.3,228775,82.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,39049,27,Franklin County,OH,48.6,639655,639646,57.9,609129,60.2,135744,83.2,97.6,660153,50.1,660134,59.7,625371,61.8,138732,85,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,13235,27,Pulaski County,GA,7.3,811,811,8.2,785,8.6,192,7.5,53.2,979,8.8,979,9.9,934,10.2,225,8.8,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
07/04/2021,17145,27,Perry County,IL,28.9,6053,6051,32.9,5947,35.3,2723,68,97.6,7686,36.7,7670,41.8,7500,44.5,3294,82.2,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,55065,27,Lafayette County,WI,48,7993,7993,56.7,7715,60.8,2885,89.3,97.1,8459,50.8,8458,60,8109,64,2947,91.3,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,39011,27,Auglaize County,OH,31.8,14514,14514,37.7,14276,41.1,6392,73.9,97.6,14738,32.3,14738,38.3,14452,41.6,6472,74.9,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
07/04/2021,53069,27,Wahkiakum County,WA,40.8,1829,1829,45.4,1784,48,939,63.4,96.1,1956,43.6,1956,48.6,1902,51.1,976,65.9,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,30003,27,Big Horn County,MT,55.1,7345,7345,71.3,6733,76.1,1760,99.2,95.5,8598,64.6,8596,83.4,7791,88,1882,99.9,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
07/04/2021,51095,27,James City County,VA,6.7,5091,5086,7.6,4896,8,1646,8.3,51.2,6059,7.9,6049,9,5761,9.4,1765,8.9,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
07/04/2021,13079,27,Crawford County,GA,11.8,1466,1466,13.5,1444,14.6,526,21.8,53.2,1553,12.5,1553,14.3,1520,15.4,601,24.9,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI
07/04/2021,08031,27,Denver County,CO,44.2,321772,320745,50.8,302049,51.3,32915,37.9,75.8,329908,45.4,NA,0,NA,0,NA,0,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
