day,bikes_hired,yday,temp,dewp,slp,stp,visib,wdsp,mxspd,gust,max_temp,min_temp,prcp,prcp_attributes,i_fog,i_rain_drizzle,i_snow_ice,i_hail,i_thunder,ea,es,rh
2018-12-07T00:00:00Z,18608,341,10.2,7.6,NA,NA,10.3,7.8,13.9,20.6,13.1,6.9,0.5,G,1,0,0,0,0,1,1.2,83.9
2018-12-08T00:00:00Z,16515,342,9.6,5.8,NA,NA,10.1,9.3,12.4,17.5,12.5,6.8,7.4,G,1,0,0,0,0,0.9,1.2,77.2
2018-12-09T00:00:00Z,15441,343,8.9,5.3,NA,NA,10.1,6.6,11.3,16.5,11,5,1.3,G,1,0,0,0,0,0.9,1.1,78.2
2018-12-10T00:00:00Z,27880,344,7.2,4.7,NA,NA,10.8,3.7,5.1,NA,9.3,4,1.5,G,1,0,0,0,0,0.9,1,84.1
2018-12-11T00:00:00Z,28904,345,5.4,3.7,NA,NA,9.3,2,4.1,NA,9.1,1.7,0,G,1,0,0,0,0,0.8,0.9,88.8
2018-12-12T00:00:00Z,27494,346,5.5,2.4,NA,NA,8.5,4.1,7.2,NA,7.5,2,0,G,0,0,0,0,0,0.7,0.9,80.4
2018-12-13T00:00:00Z,25997,347,2.3,-0.7,NA,NA,9.2,4.3,7.2,NA,5.2,-0.2,0,G,0,0,0,0,0,0.6,0.7,80.6
2018-12-14T00:00:00Z,24076,348,1.9,-1.8,NA,NA,9.3,2.1,6.2,NA,4.3,-1.2,0,G,0,0,0,0,0,0.5,0.7,76.5
2018-12-15T00:00:00Z,8076,349,3.4,0.5,NA,NA,9,6.2,9.3,11.8,8,1,0,G,1,0,0,0,0,0.6,0.8,81.3
2018-12-16T00:00:00Z,12123,350,6.9,5.4,NA,NA,10,3.6,6.2,NA,9.2,3,10.4,G,1,0,0,0,0,0.9,1,90.2
2018-12-17T00:00:00Z,24973,351,7.4,5.5,NA,NA,11.4,4.1,6.2,9.3,10.3,3,4.3,G,0,0,0,0,0,0.9,1,87.7
2018-12-18T00:00:00Z,20180,352,9.4,7.1,NA,NA,10.1,6.6,9.8,14.9,11,6,0,G,1,0,0,0,0,1,1.2,85.6
2018-12-19T00:00:00Z,22425,353,7.7,5.9,NA,NA,11.6,4.3,5.7,10.3,9.2,5.6,8.1,G,1,0,0,0,0,0.9,1,88.4
2018-12-20T00:00:00Z,23694,354,8.3,5.6,NA,NA,10.8,5.1,7.2,10.3,11,5.8,1.3,G,1,0,0,0,0,0.9,1.1,83.1
2018-12-21T00:00:00Z,19169,355,11.4,8.4,NA,NA,9.5,7.3,13.9,17.5,13.1,8.4,0,G,1,0,0,0,0,1.1,1.3,81.8
2018-12-22T00:00:00Z,13310,356,10,6.9,NA,NA,10.1,5.8,10.3,NA,12,7,0.5,G,0,0,0,0,0,1,1.2,81.1
2018-12-23T00:00:00Z,6748,357,9.3,8.3,NA,NA,9.2,3.7,7.7,NA,14,6.5,1.3,G,1,0,0,0,0,1.1,1.2,93.5
2018-12-24T00:00:00Z,10043,358,5.4,4.2,NA,NA,8.7,1.3,2.1,NA,8,1,5.3,G,1,0,0,0,0,0.8,0.9,92
2018-12-25T00:00:00Z,35267,359,5.3,4.4,NA,NA,8.9,1.7,3.1,NA,8.3,1,0.3,G,0,0,0,0,0,0.8,0.9,93.9
2018-12-26T00:00:00Z,10841,360,7.5,6.7,NA,NA,7.4,2.2,3.6,NA,10,4,0,G,1,0,0,0,0,1,1,94.7
2018-12-27T00:00:00Z,12310,361,4.4,4.2,NA,NA,3.7,1.1,2.6,NA,7.2,2.9,0.3,G,1,0,0,0,0,0.8,0.8,98.6
2018-12-28T00:00:00Z,13794,362,7.8,6,NA,NA,8.4,2.6,4.6,NA,10.3,4.9,0,G,0,0,0,0,0,0.9,1.1,88.4
2018-12-29T00:00:00Z,13100,363,10.1,8.2,NA,NA,9.5,4.5,9.8,NA,12.2,7,0,G,1,1,0,0,0,1.1,1.2,88
2018-12-30T00:00:00Z,12922,364,9.2,8.3,NA,NA,6.3,3,5.1,NA,11,6.5,0,G,1,1,0,0,0,1.1,1.2,94.1
2018-12-31T00:00:00Z,16305,365,9.4,6.3,NA,NA,11.6,3.1,5.1,NA,10,8.9,0,G,0,0,0,0,0,1,1.2,81
2019-01-01T00:00:00Z,14148,1,8.5,4.8,NA,NA,11.1,3.2,5.1,NA,11,4,0,G,0,0,0,0,0,0.9,1.1,77.6
2019-01-02T00:00:00Z,19746,2,5.2,0.6,NA,NA,10.5,1.9,3.6,NA,6.3,3.7,0,G,1,0,0,0,0,0.6,0.9,72.2
2019-01-03T00:00:00Z,21552,3,4.8,-0.9,NA,NA,10.5,1.5,2.6,NA,6,3,0,G,0,0,0,0,0,0.6,0.9,66.6
2019-01-04T00:00:00Z,20863,4,3.1,-0.9,NA,NA,9.8,1.5,3.1,NA,4.4,1.6,0,G,0,0,0,0,0,0.6,0.8,75
2019-01-05T00:00:00Z,13907,5,4.6,1.1,NA,NA,10,2.5,4.1,NA,6,2.1,0,G,0,0,0,0,0,0.7,0.8,78
2019-01-06T00:00:00Z,14262,6,7.8,4.4,NA,NA,10.1,2.5,4.1,NA,10,4.7,0,G,0,0,0,0,0,0.8,1.1,79.1
2019-01-07T00:00:00Z,25668,7,9.2,6.5,NA,NA,10.1,5.4,9.3,NA,11.1,6,0,G,1,0,0,0,0,1,1.2,83.2
2019-01-08T00:00:00Z,27757,8,7.1,2.1,NA,NA,10.6,3.9,6.2,8.8,10,3.3,0,G,0,0,0,0,0,0.7,1,70.5
2019-01-09T00:00:00Z,26568,9,4.2,0.5,NA,NA,10.1,2.9,5.7,NA,6,1.9,0,G,1,0,0,0,0,0.6,0.8,76.9
2019-01-10T00:00:00Z,26022,10,3.3,1.4,NA,NA,8.5,2.3,3.6,NA,7,0,0,G,1,0,0,0,0,0.7,0.8,87.4
2019-01-11T00:00:00Z,26378,11,7.5,4.7,NA,NA,8.9,2.3,4.1,NA,9,4.1,0,G,1,0,0,0,0,0.9,1,82.4
2019-01-12T00:00:00Z,16750,12,8.9,5.4,NA,NA,10.8,5.5,7.7,NA,11,6.7,0,G,1,0,0,0,0,0.9,1.1,78.7
2019-01-13T00:00:00Z,16304,13,10.5,6.6,NA,NA,10.8,6.7,9.8,12.4,12,8.9,0,G,1,0,0,0,0,1,1.3,76.8
2019-01-14T00:00:00Z,28097,14,8.1,2.5,NA,NA,10.8,4.2,7.2,11.8,10,3,0,G,0,0,0,0,0,0.7,1.1,67.8
2019-01-15T00:00:00Z,29413,15,6.7,3.8,NA,NA,10.5,4.6,7.2,NA,10,1.4,0,G,0,0,0,0,0,0.8,1,81.7
2019-01-16T00:00:00Z,24500,16,7.6,6.3,NA,NA,9.8,5,7.7,10.3,10,3,0,G,1,0,0,0,0,1,1,91.5
2019-01-17T00:00:00Z,26053,17,3.5,-0.4,NA,NA,9.7,3.4,5.7,NA,5,0,5.1,G,1,0,0,0,0,0.6,0.8,75.6
2019-01-18T00:00:00Z,25525,18,2.3,-1.2,NA,NA,10.6,3.2,7.2,NA,7,-1.4,0.3,G,0,0,0,0,0,0.6,0.7,77.7
2019-01-19T00:00:00Z,16653,19,4.1,1.6,NA,NA,10.3,4.1,6.7,NA,5.4,1.8,0,G,1,0,0,0,0,0.7,0.8,83.8
2019-01-20T00:00:00Z,16803,20,2,-0.9,NA,NA,9.2,1.5,3.1,NA,5.6,-1.4,0,G,0,0,0,0,0,0.6,0.7,81.1
2019-01-21T00:00:00Z,26567,21,1.8,-0.2,NA,NA,6.6,2.8,6.2,NA,6,-2.2,0,G,1,0,0,0,0,0.6,0.7,86.6
2019-01-22T00:00:00Z,23083,22,3.4,1.6,NA,NA,7.9,3.4,6.2,NA,6.1,0,5.3,G,1,1,1,0,0,0.7,0.8,88
2019-01-23T00:00:00Z,25406,23,1.6,-0.4,NA,NA,8.9,2,4.1,NA,4,-1,4.1,G,1,0,0,0,0,0.6,0.7,86.6
2019-01-24T00:00:00Z,24357,24,1.3,0.2,NA,NA,6.1,1.3,3.1,NA,5,-3,1,G,1,0,0,0,0,0.6,0.7,92.4
2019-01-25T00:00:00Z,24198,25,7.2,5.7,NA,NA,6.6,3.7,6.2,NA,12,3,0.5,G,1,0,0,0,0,0.9,1,90.2
2019-01-26T00:00:00Z,15062,26,8.3,6.1,NA,NA,9.3,6,9.3,12.4,10.4,4.7,0.5,G,1,0,0,0,0,0.9,1.1,86
2019-01-27T00:00:00Z,10596,27,5.8,1.7,NA,NA,9.8,6.6,10.8,17.5,8,3,5.6,G,1,0,0,0,0,0.7,0.9,74.9
2019-01-28T00:00:00Z,25859,28,2.9,-2.8,NA,NA,10.8,4,6.7,NA,6,-1,1.3,G,0,0,0,0,0,0.5,0.8,66.2
2019-01-29T00:00:00Z,24732,29,1.9,-0.6,NA,NA,9.7,2.6,5.7,9.3,6.2,-2.6,0,G,1,1,0,0,0,0.6,0.7,83.5
2019-01-30T00:00:00Z,25482,30,1.4,-1,NA,NA,10.3,2.5,4.1,NA,5.8,-2,5.1,G,1,0,0,0,0,0.6,0.7,84
2019-01-31T00:00:00Z,23487,31,-0.3,-2.1,NA,NA,6.9,3.7,8.2,NA,5,-5.2,0,G,1,1,1,0,0,0.5,0.6,87.6
2019-02-01T00:00:00Z,12841,32,1.5,0.7,NA,NA,6.1,4.9,7.7,11.8,2.4,0,2,G,1,1,0,0,0,0.6,0.7,94.4
2019-02-02T00:00:00Z,14136,33,2.7,-0.7,NA,NA,10,3.3,5.7,NA,5,0.6,7.9,G,1,1,0,0,0,0.6,0.7,78.3
2019-02-03T00:00:00Z,14637,34,1.9,-1.7,NA,NA,10.8,3.3,6.2,8.8,7,-3,0,G,1,0,0,0,0,0.5,0.7,77
2019-02-04T00:00:00Z,18254,35,7.1,5.7,NA,NA,8.7,5,8.8,15.4,9.5,3.7,0.8,G,1,1,0,0,0,0.9,1,90.8
2019-02-05T00:00:00Z,25682,36,6.5,5.9,NA,NA,5.8,3.8,6.7,NA,8.3,5,4.3,G,1,1,0,0,0,0.9,1,95.9
2019-02-06T00:00:00Z,26197,37,9.1,7.7,NA,NA,9.2,3.7,5.7,NA,11,5.7,4.3,G,1,0,0,0,0,1,1.2,91
2019-02-07T00:00:00Z,26703,38,8,3.4,NA,NA,11.3,8.1,13.4,17,10,6,4.1,G,1,0,0,0,0,0.8,1.1,72.7
2019-02-08T00:00:00Z,17468,39,9.2,7.3,NA,NA,8.9,8,11.3,17.5,11.1,6.4,0.3,G,1,0,0,0,0,1,1.2,87.9
2019-02-09T00:00:00Z,17439,40,8.3,3.4,NA,NA,10.5,8.3,12.4,17.5,11,6.5,7.9,G,1,0,0,0,0,0.8,1.1,71.3
2019-02-10T00:00:00Z,10800,41,5.8,3.7,NA,NA,10.3,4.9,7.7,NA,8,4,1.5,G,1,0,0,0,0,0.8,0.9,86.4
2019-02-11T00:00:00Z,27439,42,6,1.8,NA,NA,10.5,2.5,4.1,NA,9,2,1.5,G,0,0,0,0,0,0.7,0.9,74.4
2019-02-12T00:00:00Z,28786,43,6.5,3.7,NA,NA,10.6,3.5,6.7,NA,11.2,1.7,0,G,0,0,0,0,0,0.8,1,82.3
2019-02-13T00:00:00Z,29145,44,7.6,5.5,NA,NA,9.2,3.7,6.2,NA,12.1,4,0,G,0,0,0,0,0,0.9,1,86.6
2019-02-14T00:00:00Z,29270,45,6.2,2.9,NA,NA,7.4,1.9,4.1,NA,13.8,0.4,0,G,1,0,0,0,0,0.8,0.9,79.4
2019-02-15T00:00:00Z,28838,46,6.8,2.8,NA,NA,7.1,2.5,5.1,8.8,14.3,0,0,G,0,0,0,0,0,0.7,1,75.7
2019-02-16T00:00:00Z,20560,47,8.6,7.4,NA,NA,5.6,3.2,5.1,NA,12,3,0.3,G,0,0,0,0,0,1,1.1,92.2
2019-02-17T00:00:00Z,24383,48,9.4,6.9,NA,NA,8,4.1,7.2,NA,15,3.7,0,G,1,0,0,0,0,1,1.2,84.4
2019-02-18T00:00:00Z,23815,49,8.1,6.6,NA,NA,9.5,4.2,5.7,NA,10,5,0,G,1,0,0,0,0,1,1.1,90.3
2019-02-19T00:00:00Z,28927,50,7,3.8,NA,NA,10.3,4.1,7.2,10.3,12,1.9,2.8,G,0,0,0,0,0,0.8,1,80.1
2019-02-20T00:00:00Z,28971,51,8.7,5.6,NA,NA,10.1,4.8,7.7,NA,13,6.4,0,G,0,0,0,0,0,0.9,1.1,80.9
2019-02-21T00:00:00Z,30474,52,10.1,7.3,NA,NA,9.8,3.8,5.7,NA,15,6,0,G,0,0,0,0,0,1,1.2,82.8
2019-02-22T00:00:00Z,29703,53,8.7,6.4,NA,NA,5.3,2.2,4.1,NA,15.1,5,0,G,1,0,0,0,0,1,1.1,85.5
2019-02-23T00:00:00Z,29242,54,9.8,6.7,NA,NA,5.3,2.5,4.6,NA,16.3,5,0,G,1,0,0,0,0,1,1.2,81
2019-02-24T00:00:00Z,26092,55,8.8,4.1,NA,NA,7.9,1.6,3.6,NA,16.3,3,0,G,0,0,0,0,0,0.8,1.1,72.4
2019-02-25T00:00:00Z,31480,56,9.3,1.3,NA,NA,8.4,1.5,4.6,NA,19,1.4,0,G,0,0,0,0,0,0.7,1.2,57.4
2019-02-26T00:00:00Z,34996,57,10.4,2.7,NA,NA,9.7,1.5,3.6,NA,20,2,0,G,0,0,0,0,0,0.7,1.3,58.9
2019-02-27T00:00:00Z,35420,58,10.6,4.9,NA,NA,7.4,1.9,3.6,9.3,19,2.5,0,G,0,0,0,0,0,0.9,1.3,67.8
2019-02-28T00:00:00Z,27219,59,9.3,7.2,NA,NA,7.2,4.4,8.8,NA,12.1,4.7,0,G,1,0,0,0,0,1,1.2,86.7
2019-03-01T00:00:00Z,28255,60,9.5,6.8,NA,NA,9.5,3.3,4.6,NA,11.2,8,1.5,G,1,0,0,0,0,1,1.2,83.3
2019-03-02T00:00:00Z,22795,61,10.7,7.9,NA,NA,8.5,5.8,10.3,NA,14.4,7.5,0,G,1,0,0,0,0,1.1,1.3,82.8
2019-03-03T00:00:00Z,9641,62,10.9,8.4,NA,NA,9,7.7,12.9,19,12.7,9,1.5,G,1,0,0,0,0,1.1,1.3,84.6
2019-03-04T00:00:00Z,26532,63,6.7,2.9,NA,NA,10.1,6.6,11.3,13.4,10.7,4,6.1,G,1,0,0,0,0,0.8,1,76.7
2019-03-05T00:00:00Z,29701,64,7.7,3.7,NA,NA,11.3,5.4,8.2,12.9,12,3,0.5,G,1,0,0,0,0,0.8,1,75.8
2019-03-06T00:00:00Z,25449,65,10.4,8.2,NA,NA,9.8,6.8,9.8,14.4,12.3,8,4.1,G,1,0,0,0,0,1.1,1.3,86.2
2019-03-07T00:00:00Z,24884,66,8.2,3.8,NA,NA,11.6,9.1,14.9,21.1,12.5,5.5,1.5,G,1,0,0,0,0,0.8,1.1,73.8
2019-03-08T00:00:00Z,23635,67,7.6,4.3,NA,NA,10.3,5.1,9.3,NA,11,3,0.3,G,1,0,0,0,0,0.8,1,79.6
2019-03-09T00:00:00Z,19951,68,9.4,4.1,NA,NA,11.3,6.9,12.9,17.5,13.6,6,1.3,G,1,0,0,0,0,0.8,1.2,69.5
2019-03-10T00:00:00Z,12111,69,7.3,2.9,NA,NA,8.7,8.1,16.5,23.2,11,2,7.9,G,1,1,0,0,0,0.8,1,73.6
2019-03-11T00:00:00Z,27725,70,6.9,-0.1,NA,NA,10.8,6.7,9.8,10.3,11,2,3.3,G,0,0,0,0,0,0.6,1,61
2019-03-12T00:00:00Z,21718,71,7.2,4.8,NA,NA,8.7,8,11.8,15.4,9.2,4,0.5,G,1,0,0,0,0,0.9,1,84.7
2019-03-13T00:00:00Z,26816,72,8.7,2.1,1009,6,14,9.5,12.4,18,12,5.1,7.9,G,1,0,0,0,0,0.7,1.1,63.2
2019-03-14T00:00:00Z,23699,73,10.4,5.6,NA,NA,10.3,8,14.9,20.1,15,7,3,G,1,0,0,0,0,0.9,1.3,72.2
2019-03-15T00:00:00Z,26123,74,12.3,9,NA,NA,9.2,9.9,14.9,21.1,15,9,5.8,G,1,0,0,0,0,1.1,1.4,80.3
2019-03-16T00:00:00Z,14594,75,10.9,7.6,1008.1,5.1,12.2,10,14.4,20.1,12.5,8,0,G,1,0,0,0,0,1,1.3,80.1
2019-03-17T00:00:00Z,14390,76,6.8,2.4,NA,NA,11.4,6.2,10.3,15.4,10,4,4.3,G,1,0,1,0,0,0.7,1,73.5
2019-03-18T00:00:00Z,27824,77,7.1,3.2,NA,NA,11.4,3.6,5.7,NA,11.2,3,1.8,G,1,0,0,0,0,0.8,1,76.2
2019-03-19T00:00:00Z,27683,78,9.4,6.9,NA,NA,10,3.1,6.2,8.2,13,6,0,G,1,0,0,0,0,1,1.2,84.4
2019-03-20T00:00:00Z,30485,79,10.8,7.7,NA,NA,10.1,3.9,5.7,9.3,13,8.6,0,G,0,0,0,0,0,1,1.3,81.2
2019-03-21T00:00:00Z,31307,80,11.4,8.3,NA,NA,10.5,2.7,4.6,NA,14,8.9,0,G,1,0,0,0,0,1.1,1.3,81.2
2019-03-22T00:00:00Z,28229,81,10.1,6.9,NA,NA,10.5,4,5.7,10.3,11.1,8.9,0,G,0,0,0,0,0,1,1.2,80.5
2019-03-23T00:00:00Z,25897,82,10.1,4.7,NA,NA,9.5,2.6,4.6,NA,13.4,5,0,G,1,0,0,0,0,0.9,1.2,69.2
2019-03-24T00:00:00Z,27408,83,8.6,1.9,NA,NA,10.1,2.6,6.2,14.4,14.3,3.3,0,G,0,0,0,0,0,0.7,1.1,62.8
2019-03-25T00:00:00Z,31215,84,9.1,1.2,NA,NA,11.6,3.3,5.7,NA,13,5,0,G,0,0,0,0,0,0.7,1.2,57.7
2019-03-26T00:00:00Z,31955,85,8.2,2.1,NA,NA,10.1,2.1,4.1,NA,13.3,1.5,0,G,0,0,0,0,0,0.7,1.1,65.4
2019-03-27T00:00:00Z,31263,86,9.7,2.9,NA,NA,10.5,1.7,3.6,NA,13.3,4.6,0,G,0,0,0,0,0,0.8,1.2,62.6
2019-03-28T00:00:00Z,32315,87,10.7,4,NA,NA,10.3,1.8,4.6,9.8,16.1,7,0,G,0,0,0,0,0,0.8,1.3,63.3
2019-03-29T00:00:00Z,35321,88,10.9,3.7,NA,NA,9.5,1.7,3.6,NA,17.5,2.7,0,G,0,0,0,0,0,0.8,1.3,61.1
2019-03-30T00:00:00Z,33026,89,12.6,5.6,NA,NA,7.7,1.7,3.6,NA,18,4.7,0,G,0,0,0,0,0,0.9,1.5,62.4
2019-03-31T00:00:00Z,20325,90,9.4,4.4,NA,NA,8.7,4.7,7.2,NA,12.8,5.6,0,G,0,0,0,0,0,0.8,1.2,71
2019-04-01T00:00:00Z,31834,91,8.3,3.1,NA,NA,10.6,3.4,5.1,NA,16,3.9,0,G,0,0,0,0,0,0.8,1.1,69.8
2019-04-02T00:00:00Z,24529,92,5.9,3.6,NA,NA,7.2,3,6.7,NA,9,3,0,G,1,0,0,0,0,0.8,0.9,85.2
2019-04-03T00:00:00Z,27059,93,4.2,0.8,NA,NA,9.5,2.2,7.2,NA,10.5,0.9,4.3,G,1,0,0,0,0,0.6,0.8,78.5
2019-04-04T00:00:00Z,25493,94,5.6,2.6,NA,NA,10.5,5.6,9.8,NA,9.4,1,0.5,G,1,0,0,0,0,0.7,0.9,81
2019-04-05T00:00:00Z,27536,95,9.4,2.8,NA,NA,10.9,5.8,7.7,NA,14,5.4,1.8,G,1,0,0,0,0,0.7,1.2,63.4
2019-04-06T00:00:00Z,20423,96,8.6,5.9,NA,NA,8.9,3.9,5.1,NA,11,6,0,G,1,0,0,0,0,0.9,1.1,83.1
2019-04-07T00:00:00Z,16897,97,9,7.6,NA,NA,3.9,2.5,3.6,NA,11.5,6,0,G,1,0,0,0,0,1,1.1,90.9
2019-04-08T00:00:00Z,26527,98,9.8,7.9,NA,NA,4.2,1.4,2.6,NA,13,7,0.3,G,1,0,0,0,0,1.1,1.2,88
2019-04-09T00:00:00Z,25534,99,9.1,7,NA,NA,5.5,3.1,5.7,NA,11.5,6.9,2.8,G,1,1,0,0,0,1,1.2,86.7
2019-04-10T00:00:00Z,31699,100,8.2,1.8,NA,NA,10.3,4.6,6.7,NA,13,3,1.8,G,0,0,0,0,0,0.7,1.1,64
2019-04-11T00:00:00Z,30961,101,6.6,-0.5,NA,NA,10,2.9,5.7,NA,12.4,1.1,0,G,0,0,0,0,0,0.6,1,60.5
2019-04-12T00:00:00Z,27403,102,6.3,-0.4,NA,NA,10.8,2.9,5.1,NA,10.1,1,0,G,0,0,0,0,0,0.6,1,62.2
2019-04-13T00:00:00Z,19856,103,5.1,-0.3,NA,NA,10.3,3.2,6.2,NA,10,0.6,0,G,1,0,0,0,0,0.6,0.9,68.1
2019-04-14T00:00:00Z,20896,104,5.1,-1.3,NA,NA,10.5,3.8,7.2,NA,10.7,-0.3,0,G,1,0,0,0,0,0.6,0.9,63.3
2019-04-15T00:00:00Z,30837,105,8.9,2.3,NA,NA,8.7,5.3,8.8,NA,14.7,3,0,G,0,0,0,0,0,0.7,1.1,63.3
2019-04-16T00:00:00Z,31842,106,10.8,6.8,NA,NA,5.5,1.9,6.2,NA,16,6.9,0,G,1,0,0,0,0,1,1.3,76.3
2019-04-17T00:00:00Z,37203,107,12.4,7.2,NA,NA,6.1,2.5,5.7,NA,19,6.7,0,G,0,0,0,0,0,1,1.4,70.6
2019-04-18T00:00:00Z,36574,108,14.1,6.9,NA,NA,6.9,3.7,7.7,NA,21.8,7.8,0,G,1,0,0,0,0,1,1.6,61.9
2019-04-19T00:00:00Z,36505,109,15.8,5.5,NA,NA,10,2.7,5.1,NA,23.8,8.7,0,G,0,0,0,0,0,0.9,1.8,50.4
2019-04-20T00:00:00Z,38712,110,16.7,5.9,NA,NA,10.1,2.5,5.7,NA,24.4,8.2,0,G,0,0,0,0,0,0.9,1.9,48.9
2019-04-21T00:00:00Z,36686,111,15.3,4.3,NA,NA,10.1,2.4,6.2,NA,24,5,0,G,0,0,0,0,0,0.8,1.7,47.8
2019-04-22T00:00:00Z,35435,112,16.9,5.1,NA,NA,10.1,2.9,6.7,NA,24.6,8.5,0,G,0,0,0,0,0,0.9,1.9,45.7
2019-04-23T00:00:00Z,34948,113,15.8,7.4,NA,NA,9.7,2.5,4.6,NA,21.5,12,0,G,0,0,0,0,0,1,1.8,57.4
2019-04-24T00:00:00Z,34593,114,13.2,8.1,NA,NA,9,4.3,9.3,13.4,18,8.5,0,G,1,0,0,0,0,1.1,1.5,71.2
2019-04-25T00:00:00Z,34494,115,12.3,6.3,NA,NA,10,6,9.3,NA,16.6,8.1,0.5,G,1,0,0,0,0,1,1.4,66.8
2019-04-26T00:00:00Z,32006,116,11.2,6.6,NA,NA,10.6,5.1,8.2,11.3,17.6,5.6,0,G,1,0,0,0,0,1,1.3,73.3
2019-04-27T00:00:00Z,18379,117,9.7,3.1,NA,NA,11.3,9.3,13.9,19.6,13.3,7,0.5,G,1,0,0,0,0,0.8,1.2,63.5
2019-04-28T00:00:00Z,22631,118,10.6,4,NA,NA,11.6,4.2,6.7,11.3,14.1,7,0.3,G,1,0,0,0,0,0.8,1.3,63.7
2019-04-29T00:00:00Z,33748,119,10.6,5.7,NA,NA,10.3,2.5,5.1,NA,15.3,5.4,0,G,0,0,0,0,0,0.9,1.3,71.7
2019-04-30T00:00:00Z,38908,120,11.9,6.1,NA,NA,8,2.2,5.7,NA,18,5,0,G,0,0,0,0,0,0.9,1.4,67.6
2019-05-01T00:00:00Z,37952,121,11.8,6.8,NA,NA,9.3,2.5,5.7,8.8,18.5,6,0,G,1,0,0,0,0,1,1.4,71.4
2019-05-02T00:00:00Z,32563,122,11.4,7.3,NA,NA,9.8,3.5,5.7,NA,16,8,0,G,1,0,0,0,0,1,1.3,75.9
2019-05-03T00:00:00Z,28182,123,9.7,7,NA,NA,10.1,2.4,5.1,8.8,16,7,1.5,G,1,0,0,0,0,1,1.2,83.3
2019-05-04T00:00:00Z,19806,124,7.6,1.2,NA,NA,11.1,3.9,7.7,17,11,4,1.8,G,1,0,0,0,0,0.7,1,63.9
2019-05-05T00:00:00Z,22896,125,8.1,0.4,NA,NA,10.8,2.7,4.1,NA,12,2,0.3,G,0,0,0,0,0,0.6,1.1,58.3
2019-05-06T00:00:00Z,22472,126,9,1.1,NA,NA,11.3,3.2,5.1,NA,12,4,0,G,0,0,0,0,0,0.7,1.1,57.7
2019-05-07T00:00:00Z,34646,127,11.2,2.7,NA,NA,11.1,3.4,6.7,13.4,16.4,6,0,G,1,0,0,0,0,0.7,1.3,55.8
2019-05-08T00:00:00Z,20276,128,10.8,8.4,NA,NA,9.5,5.2,10.8,15.4,14,8,4.3,G,1,0,0,0,0,1.1,1.3,85.1
2019-05-09T00:00:00Z,28404,129,10.2,8.8,NA,NA,8.4,2.5,6.2,NA,14,6,13.7,G,1,0,0,0,0,1.1,1.2,91
2019-05-10T00:00:00Z,34078,130,10.5,6.9,NA,NA,7.6,2.5,4.1,NA,15.2,4.7,9.1,G,1,1,0,0,0,1,1.3,78.4
2019-05-11T00:00:00Z,25475,131,11.8,6.6,NA,NA,9.5,2.6,4.6,NA,16,8,0,G,1,0,0,0,0,1,1.4,70.5
2019-05-12T00:00:00Z,31836,132,11.4,3.9,NA,NA,10.1,2.4,6.2,NA,18,4.7,2,G,0,0,0,0,0,0.8,1.3,60
2019-05-13T00:00:00Z,37537,133,11.6,3.1,NA,NA,11.4,2.8,6.2,NA,17.4,5.2,0.3,G,0,0,0,0,0,0.8,1.4,55.9
2019-05-14T00:00:00Z,39647,134,12.8,3.9,NA,NA,11.4,4,6.7,12.4,18.4,6,0,G,0,0,0,0,0,0.8,1.5,54.7
2019-05-15T00:00:00Z,39054,135,13.4,5.5,NA,NA,11.1,3.1,6.2,NA,20.1,6.9,0,G,0,0,0,0,0,0.9,1.5,58.8
2019-05-16T00:00:00Z,38408,136,13.2,4.2,NA,NA,10,3.8,7.7,NA,18.2,7.4,0,G,0,0,0,0,0,0.8,1.5,54.4
2019-05-17T00:00:00Z,29846,137,11.7,8.7,NA,NA,10.8,3.1,4.6,NA,15,8.4,0,G,1,0,0,0,0,1.1,1.4,81.8
2019-05-18T00:00:00Z,28138,138,13.4,9.2,NA,NA,9.2,1.6,3.6,NA,19,9,0,G,0,0,0,0,0,1.2,1.5,75.7
2019-05-19T00:00:00Z,26727,139,14,9.6,NA,NA,9.2,1.6,3.1,NA,18,8.2,0,G,1,0,0,0,0,1.2,1.6,74.8
2019-05-20T00:00:00Z,36072,140,15.8,9.3,NA,NA,10.1,2.3,3.6,NA,20.4,12,0,G,0,0,0,0,0,1.2,1.8,65.3
2019-05-21T00:00:00Z,41251,141,15.7,6.3,NA,NA,11.1,2.5,4.6,NA,21,9.6,0,G,0,0,0,0,0,1,1.8,53.6
2019-05-22T00:00:00Z,40312,142,16.1,4.3,NA,NA,11.6,2.7,5.7,8.2,22.5,10,0,G,0,0,0,0,0,0.8,1.8,45.4
2019-05-23T00:00:00Z,41314,143,16.9,5.3,NA,NA,12.7,3.2,7.7,NA,24.7,9,0,G,0,0,0,0,0,0.9,1.9,46.3
2019-05-24T00:00:00Z,37280,144,16.9,9.1,NA,NA,11.4,2.6,4.6,NA,22,10.8,0,G,0,0,0,0,0,1.2,1.9,60.1
2019-05-25T00:00:00Z,33151,145,18.6,10.1,NA,NA,11.3,3.3,6.2,NA,24,13.9,0,G,1,0,0,0,0,1.2,2.1,57.7
2019-05-26T00:00:00Z,26802,146,17.2,12.3,NA,NA,12.1,5.4,8.8,NA,20.1,12,0,G,1,0,0,0,0,1.4,2,72.9
2019-05-27T00:00:00Z,28309,147,14.2,7.5,NA,NA,11.6,5.9,8.8,NA,18.6,9,0,G,1,0,0,0,0,1,1.6,64.1
